20120523,1
20120531,1
20120606,1
20120608,1
20120614,1
20120615,2
20120618,1
20120622,1
20120718,1
20120723,1
20120725,1
20120727,1
20120803,1
20120806,1
20120815,1
20120820,1
20120911,1
20120914,1
20120919,1
20120928,1
20121112,1
20121114,2
20121116,1
20121121,1
20121126,1
20121129,1
20121130,1
20121210,1
20121213,1
20121218,1
20130102,1
20130104,1
20130107,1
20130109,1
20130110,1
20130122,1
20130128,1
20130131,2
20130213,1
20130219,1
20130301,1
20130307,1
20130327,1
20130405,1
20130410,1
20130411,1
20130430,1
20130502,1
20130725,1
20130729,1
20130730,2
20130805,1
20130823,2
20130828,1
20130905,1
20130906,1
20130911,2
20130917,3
20130920,1
20130927,1
20131004,1
20131010,1
20131014,1
20131016,1
20131017,1
20131031,3
20131105,2
20131112,1
20131113,2
20131126,1
20131127,1
20131204,2
20131209,1
20131210,2
20131212,1
20131213,2
20131216,1
20131218,1
20131219,1
20131223,2
20131231,1
20140106,3
20140108,1
20140110,1
20140114,1
20140121,2
20140128,1
20140131,2
20140204,1
20140206,1
20140207,2
20140211,1
20140213,3
20140219,1
20140220,2
20140224,2
20140305,2
20140310,1
20140312,1
20140317,1
20140401,2
20140407,1
20140408,1
20140409,3
20140411,1
20140421,2
20140429,2
20140430,2
20140501,1
20140505,2
20140512,2
20140519,1
20140521,2
20140523,1
20140527,2
20140604,1
20140610,2
20140618,1
20140623,1
20140625,2
20140709,2
20140710,2
20140711,1
20140714,1
20140718,2
20140721,1
20140723,2
20140804,1
20140813,1
20140818,1
20140826,1
20140829,1
20140902,2
20140905,1
20140908,1
20140910,1
20140911,1
20140916,3
20140919,1
20140923,2
20140926,1
20140929,1
20141002,1
20141008,1
20141015,2
20141016,2
20141017,2
20141020,1
20141021,1
20141023,1
20141028,1
20141104,2
20141114,1
20141120,1
20141125,1
20141126,2
20141205,1
20141209,2
20141211,1
20141212,1
20141217,1
20141218,2
20141219,1
20141222,1
20150108,1
20150116,1
20150120,1
20150121,1
20150129,1
20150204,1
20150211,1
20150218,1
20150219,2
20150225,1
20150226,1
20150302,1
20150304,2
20150312,1
20150317,1
20150318,2
20150319,2
20150323,1
20150324,1
20150406,2
20150413,1
20150420,2
20150513,1
20150514,2
20150518,1
20150527,1
20150601,1
20150602,1
20150603,1
20150610,1
20150618,1
20150622,1
20150623,3
20150624,1
20150706,1
20150710,1
20150713,1
20150716,1
20150717,2
20150720,2
20150729,1
20150803,1
20150805,1
20150812,1
20150814,1
20150818,1
20150819,1
20150824,5
20150826,1
20150827,1
20150828,1
20150902,1
20150904,1
20150910,2
20150915,1
20150916,1
20150917,1
20150918,1
20150921,1
20150923,1
20150924,1
20150930,1
20151001,1
20151002,3
20151005,1
20151008,1
20151012,1
20151015,1
20151016,1
20151019,1
20151022,2
20151026,2
20151027,1
20151029,1
20151102,2
20151104,1
20151110,2
20151111,1
20151116,1
20151117,1
20151118,2
20151201,2
20151204,1
20151208,2
20151214,2
20151216,1
20151228,1
20151229,1
20160106,2
20160114,3
20160115,1
20160120,2
20160122,2
20160128,2
20160129,3
20160201,3
20160209,2
20160211,2
20160217,3
20160219,2
20160222,2
20160224,3
20160225,1
20160301,2
20160308,1
20160309,1
20160311,1
20160314,1
20160315,2
20160316,2
20160322,1
20160323,1
20160324,1
20160329,2
20160401,2
20160406,1
20160412,1
20160418,1
20160419,1
20160421,1
20160427,1
20160429,1
20160502,1
20160504,1
20160506,2
20160510,1
20160518,1
20160524,1
20160526,1
20160608,1
20160614,1
20160616,1
20160623,1
20160624,1
20160628,2
20160629,1
20160706,3
20160708,1
20160718,2
20160719,2
20160720,1
20160722,1
20160727,1
20160804,1
20160817,1
20160822,1
20160825,1
20160826,1
20160829,2
20160831,1
20160906,3
20160907,1
20160912,3
20160914,1
20160916,1
20160921,1
20160927,1
20161010,1
20161019,1
20161021,2
20161024,1
20161028,1
20161104,1
20161108,2
20161109,2
20161116,2
20161117,1
20161121,4
20161205,1
20161207,1
20161208,1
20161213,2
20161227,1
20170103,1
20170104,1
20170105,2
20170106,2
20170109,1
20170111,2
20170112,1
20170113,1
20170123,2
20170125,1
20170126,1
20170201,1
20170206,1
20170208,2
20170216,1
20170222,3
20170224,1
20170227,1
20170301,1
20170303,1
20170306,1
20170308,1
20170309,1
20170313,1
20170322,2
20170327,1
20170328,1
20170329,1
20170417,2
20170419,1
20170420,1
20170424,1
20170425,1
20170427,1
20170428,1
20170501,1
20170504,1
20170518,3
20170524,2
20170525,2
20170602,2
20170608,1
20170613,1
20170615,2
20170616,1
20170619,1
20170621,2
20170623,2
20170628,2
20170705,1
20170707,2
20170710,2
20170711,2
20170712,2
20170713,1
20170718,3
20170719,1
20170724,1
20170728,3
20170804,1
20170807,2
20170809,1
20170814,1
20170818,1
20170821,1
20170822,1
20170829,3
20170830,2
20170831,2
20170906,1
20170907,1
20170911,1
20170915,1
20170919,2
20170927,2
20170928,1
20170929,2
20171003,1
20171005,2
20171006,2
20171011,1
20171017,1
20171027,4
20171030,1
20171106,2
20171109,1
20171113,1
20171115,1
20171116,1
20171121,3
20171124,2
20171205,2
20171206,4
20171207,4
20171213,1
20171215,1
20171227,1
20180102,4
20180103,3
20180105,1
20180108,1
20180110,1
20180112,1
20180118,2
20180122,5
20180123,3
20180126,2
20180201,5
20180206,7
20180209,1
20180214,6
20180221,1
20180223,3
20180302,3
20180305,4
20180307,5
20180309,1
20180314,2
20180315,1
20180316,1
20180320,1
20180321,5
